BusinessID,BusinessName,Category,Location,Revenue,Employees,CustomerSatisfaction,YearEstablished
BUS0816,Business_816,Healthcare,Seattle,297158.45,56,3.2,2022
BUS0817,Business_817,Finance,Los Angeles,991142.79,421,1.5,1999
BUS0818,Business_818,Retail,Houston,79527.99,94,4.8,1981
BUS0819,Business_819,Finance,Seattle,434172.62,452,3.2,2016
BUS0820,Business_820,Finance,New York,479591.11,25,3.4,1999
BUS0821,Business_821,Finance,Houston,760674.52,441,2.8,2020
BUS0822,Business_822,Technology,Houston,287360.0,153,4.0,1993
BUS0823,Business_823,Education,Miami,488941.09,189,4.5,2000
BUS0824,Business_824,Finance,Seattle,813701.92,415,2.7,1992
BUS0825,Business_825,Hospitality,Seattle,182803.39,351,3.6,1992
BUS0826,Business_826,Technology,Los Angeles,61359.08,165,3.1,1998
BUS0827,Business_827,Retail,Seattle,838853.72,223,4.6,1997
BUS0828,Business_828,Education,Los Angeles,983438.88,383,2.9,2014
BUS0829,Business_829,Education,Seattle,174179.48,64,1.9,2000
BUS0830,Business_830,Hospitality,Seattle,832489.74,53,1.4,2008
BUS0831,Business_831,Hospitality,Chicago,403627.76,440,2.2,2022
BUS0832,Business_832,Technology,Chicago,648782.67,393,2.6,1987
BUS0833,Business_833,Education,Seattle,662450.76,460,1.6,1997
BUS0834,Business_834,Technology,Seattle,603207.61,28,1.0,1989
BUS0835,Business_835,Finance,Seattle,295879.62,9,3.1,1990
BUS0836,Business_836,Technology,Seattle,822109.74,441,4.0,1997
BUS0837,Business_837,Education,New York,70710.17,75,1.5,1987
BUS0838,Business_838,Retail,Houston,111248.43,344,2.1,1980
BUS0839,Business_839,Technology,New York,907371.28,336,3.1,2019
BUS0840,Business_840,Hospitality,Seattle,471259.76,92,3.8,2015
BUS0841,Business_841,Technology,Los Angeles,172351.97,173,3.0,2012
BUS0842,Business_842,Finance,Seattle,909824.07,188,4.0,1986
BUS0843,Business_843,Education,Houston,837888.37,462,2.2,1993
BUS0844,Business_844,Hospitality,Chicago,364972.4,229,4.1,2014
BUS0845,Business_845,Hospitality,Seattle,90561.5,494,4.2,2002
BUS0846,Business_846,Hospitality,Seattle,487945.18,323,3.4,2015
BUS0847,Business_847,Technology,Chicago,209589.75,142,4.2,2000
BUS0848,Business_848,Healthcare,Los Angeles,595189.99,454,3.2,1997
BUS0849,Business_849,Finance,New York,830601.13,380,1.8,1989
BUS0850,Business_850,Finance,New York,425248.75,52,4.5,1998
BUS0851,Business_851,Hospitality,Chicago,78008.18,195,2.7,2016
BUS0852,Business_852,Retail,Los Angeles,699052.27,422,2.0,1995
BUS0853,Business_853,Retail,Los Angeles,214166.85,180,3.9,1990
BUS0854,Business_854,Education,Miami,253980.3,98,3.6,1984
BUS0855,Business_855,Hospitality,Miami,227793.56,63,4.3,1999
BUS0856,Business_856,Hospitality,Houston,315861.83,210,1.9,2019
BUS0857,Business_857,Finance,Miami,889252.61,209,1.3,2001
BUS0858,Business_858,Technology,Los Angeles,82916.97,497,3.5,2014
BUS0859,Business_859,Retail,Seattle,638217.72,238,3.1,2008
BUS0860,Business_860,Education,Seattle,283495.54,144,4.2,1983
BUS0861,Business_861,Hospitality,Miami,330349.9,432,3.5,1988
BUS0862,Business_862,Technology,Houston,441392.6,202,3.8,1981
BUS0863,Business_863,Finance,New York,573154.23,358,2.1,2010
BUS0864,Business_864,Hospitality,Miami,107930.12,440,3.6,2023
BUS0865,Business_865,Retail,Los Angeles,315787.19,249,3.1,1983
BUS0866,Business_866,Finance,New York,180374.22,414,2.1,1986
BUS0867,Business_867,Healthcare,Los Angeles,239484.92,220,1.8,2004
BUS0868,Business_868,Technology,Los Angeles,890419.89,337,1.3,1983
BUS0869,Business_869,Retail,Los Angeles,549523.36,458,1.5,1985
BUS0870,Business_870,Education,Los Angeles,649216.67,413,1.4,2007
BUS0871,Business_871,Education,Miami,812059.68,90,2.8,2005
BUS0872,Business_872,Finance,Seattle,805103.93,62,2.8,1991
BUS0873,Business_873,Healthcare,Los Angeles,989933.43,72,3.8,2018
BUS0874,Business_874,Retail,Miami,792819.98,361,3.0,2017
BUS0875,Business_875,Hospitality,New York,391156.5,376,2.3,2020
BUS0876,Business_876,Education,Houston,567291.92,35,1.6,2008
BUS0877,Business_877,Healthcare,Miami,510445.51,487,4.9,2019
BUS0878,Business_878,Hospitality,New York,917043.17,437,1.1,2002
BUS0879,Business_879,Retail,New York,527273.59,86,4.9,1999
BUS0880,Business_880,Technology,Los Angeles,418962.21,58,2.1,2001
BUS0881,Business_881,Healthcare,Chicago,220825.08,218,1.5,1992
BUS0882,Business_882,Healthcare,Houston,352933.69,471,2.8,2022
BUS0883,Business_883,Retail,Seattle,258069.18,307,1.0,2014
BUS0884,Business_884,Finance,Miami,900976.54,252,1.4,1985
BUS0885,Business_885,Hospitality,Los Angeles,789611.37,415,1.1,2009
BUS0886,Business_886,Finance,New York,105661.67,296,1.9,2016
BUS0887,Business_887,Retail,Seattle,991954.76,352,2.7,1988
BUS0888,Business_888,Technology,Los Angeles,552960.68,229,4.1,1985
BUS0889,Business_889,Technology,Houston,778500.06,97,3.0,2009
BUS0890,Business_890,Education,Los Angeles,999625.46,317,2.5,1986
BUS0891,Business_891,Education,New York,975280.87,199,3.8,2009
BUS0892,Business_892,Technology,New York,145127.62,403,1.1,1999
BUS0893,Business_893,Healthcare,Miami,674021.2,188,1.3,2023
BUS0894,Business_894,Hospitality,Houston,303200.65,318,4.0,2021
BUS0895,Business_895,Healthcare,Chicago,825470.9,19,1.6,2009
BUS0896,Business_896,Technology,Houston,921396.51,446,2.1,2010
BUS0897,Business_897,Technology,Chicago,103113.22,355,2.6,1994
BUS0898,Business_898,Healthcare,Houston,996572.45,455,3.2,1994
BUS0899,Business_899,Education,Houston,258441.01,434,1.7,1989
BUS0900,Business_900,Education,Los Angeles,854179.84,377,4.6,2019
BUS0901,Business_901,Hospitality,Los Angeles,807521.15,461,2.0,1996
BUS0902,Business_902,Healthcare,Miami,387064.4,71,2.5,2003
BUS0903,Business_903,Hospitality,Seattle,847261.14,252,1.1,2005
BUS0904,Business_904,Education,New York,852959.86,476,4.9,1991
BUS0905,Business_905,Healthcare,Chicago,217295.35,254,3.9,2022
BUS0906,Business_906,Education,Miami,612893.53,62,2.5,2001
BUS0907,Business_907,Finance,New York,815899.71,459,4.9,2000
BUS0908,Business_908,Finance,Houston,712745.24,215,2.0,2009
BUS0909,Business_909,Retail,New York,918281.0,230,5.0,2011
BUS0910,Business_910,Education,Houston,76796.24,28,1.8,1981
BUS0911,Business_911,Technology,Houston,715532.76,37,3.9,1984
BUS0912,Business_912,Hospitality,Houston,950180.8,138,1.4,2010
BUS0913,Business_913,Healthcare,New York,585426.16,340,3.7,1987
BUS0914,Business_914,Finance,Los Angeles,584953.45,165,1.8,2002
BUS0915,Business_915,Education,Houston,228821.98,11,2.6,2010
BUS0916,Business_916,Technology,New York,988605.9,365,4.8,2009
BUS0917,Business_917,Education,Los Angeles,887545.04,449,4.7,1990
BUS0918,Business_918,Education,Houston,517615.39,352,1.6,1998
BUS0919,Business_919,Finance,New York,343600.42,273,3.9,2002
BUS0920,Business_920,Finance,Houston,515914.6,397,4.0,2018
BUS0921,Business_921,Education,Miami,135744.51,385,3.2,2016
BUS0922,Business_922,Hospitality,Chicago,270992.19,300,1.5,1988
BUS0923,Business_923,Education,Houston,257868.49,375,2.9,2012
BUS0924,Business_924,Hospitality,Chicago,550126.09,294,2.2,1986
BUS0925,Business_925,Education,New York,50649.32,119,2.4,2005
BUS0926,Business_926,Healthcare,Chicago,922001.38,494,1.2,1986
BUS0927,Business_927,Technology,Miami,241391.16,347,3.7,2000
BUS0928,Business_928,Education,Miami,173965.07,452,4.9,2015
BUS0929,Business_929,Finance,Chicago,731090.75,178,1.9,2021
BUS0930,Business_930,Retail,Miami,922841.75,270,2.7,1984
BUS0931,Business_931,Healthcare,Miami,852069.88,272,1.1,1999
BUS0932,Business_932,Finance,Houston,357409.37,357,4.2,2014
BUS0933,Business_933,Healthcare,New York,70817.25,363,3.3,2009
BUS0934,Business_934,Retail,Chicago,607278.72,321,2.6,2005
BUS0935,Business_935,Education,New York,921362.94,53,2.0,2017
BUS0936,Business_936,Hospitality,Seattle,785648.17,226,4.9,2006
BUS0937,Business_937,Education,Seattle,854156.84,343,3.3,1995
BUS0938,Business_938,Hospitality,New York,867635.99,377,3.8,2019
BUS0939,Business_939,Finance,Seattle,962530.81,132,3.8,1995
BUS0940,Business_940,Healthcare,New York,404911.24,251,1.6,2015
BUS0941,Business_941,Finance,Chicago,944827.05,182,4.1,1990
BUS0942,Business_942,Technology,Miami,425815.78,344,2.0,2010
BUS0943,Business_943,Finance,Miami,145980.56,351,3.0,2004
BUS0944,Business_944,Finance,Seattle,336676.9,333,3.7,1984
BUS0945,Business_945,Technology,Houston,179629.09,202,2.4,2001
BUS0946,Business_946,Retail,Chicago,199628.69,81,4.9,1993
BUS0947,Business_947,Hospitality,Seattle,951258.86,434,4.0,2017
BUS0948,Business_948,Retail,Chicago,802250.4,428,1.2,2007
BUS0949,Business_949,Hospitality,Seattle,962629.0,290,2.4,2007
BUS0950,Business_950,Hospitality,Seattle,666721.25,461,1.6,2016
BUS0951,Business_951,Finance,Chicago,215492.54,318,3.1,2001
BUS0952,Business_952,Hospitality,Miami,970305.75,32,1.4,2014
BUS0953,Business_953,Hospitality,Houston,708882.38,10,3.0,1995
BUS0954,Business_954,Finance,Houston,932402.95,334,2.3,1991
BUS0955,Business_955,Technology,Houston,797642.2,483,3.2,2022
BUS0956,Business_956,Finance,Chicago,262075.35,85,3.6,2022
BUS0957,Business_957,Retail,Los Angeles,609502.65,263,2.4,1984
BUS0958,Business_958,Education,Houston,216584.05,439,4.6,2016
BUS0959,Business_959,Technology,Houston,341482.07,245,3.9,2011
BUS0960,Business_960,Finance,Miami,704073.52,441,1.1,1987
BUS0961,Business_961,Finance,Los Angeles,170980.95,258,2.5,2017
BUS0962,Business_962,Education,New York,742389.41,450,3.9,2018
BUS0963,Business_963,Finance,New York,951348.7,89,2.0,2009
BUS0964,Business_964,Hospitality,Los Angeles,951263.25,43,1.2,2000
BUS0965,Business_965,Retail,Miami,422021.36,389,3.8,2015
BUS0966,Business_966,Healthcare,Houston,994568.97,256,3.2,1986
BUS0967,Business_967,Retail,Houston,966924.74,169,3.2,2008
BUS0968,Business_968,Hospitality,Miami,80763.61,128,3.0,1991
BUS0969,Business_969,Education,Los Angeles,622269.23,174,3.3,1999
BUS0970,Business_970,Hospitality,Chicago,924986.31,147,3.2,2005
BUS0971,Business_971,Healthcare,Los Angeles,969155.1,30,2.3,1984
BUS0972,Business_972,Retail,Seattle,259850.49,264,2.9,2018
BUS0973,Business_973,Finance,Miami,587272.73,119,4.5,1986
BUS0974,Business_974,Hospitality,New York,939853.4,286,3.4,2023
BUS0975,Business_975,Healthcare,Miami,183611.2,334,4.4,2018
BUS0976,Business_976,Technology,Chicago,758076.16,198,1.6,2004
BUS0977,Business_977,Retail,Miami,276096.13,211,3.1,2000
BUS0978,Business_978,Hospitality,Seattle,983260.67,423,2.8,2011
BUS0979,Business_979,Healthcare,New York,209493.05,125,4.3,2021
BUS0980,Business_980,Technology,Los Angeles,891054.24,45,3.2,2022
BUS0981,Business_981,Retail,New York,134289.71,240,2.8,1983
BUS0982,Business_982,Hospitality,New York,723517.52,232,4.1,1985
BUS0983,Business_983,Retail,Houston,657147.55,415,3.0,1993
BUS0984,Business_984,Technology,Miami,892320.84,298,3.9,1988
BUS0985,Business_985,Finance,New York,474298.44,234,4.5,2017
BUS0986,Business_986,Finance,Miami,301951.82,50,3.5,2020
BUS0987,Business_987,Hospitality,Chicago,287063.82,443,2.5,1980
BUS0988,Business_988,Technology,Los Angeles,114405.04,260,3.5,1989
BUS0989,Business_989,Finance,Los Angeles,293825.04,233,2.3,2022
BUS0990,Business_990,Retail,Seattle,152632.87,166,1.3,1989
BUS0991,Business_991,Technology,New York,51217.1,65,4.9,2008
BUS0992,Business_992,Retail,Houston,416640.24,259,4.3,2014
BUS0993,Business_993,Technology,Los Angeles,745955.27,386,1.8,1998
BUS0994,Business_994,Technology,Miami,970646.73,339,3.7,2004
BUS0995,Business_995,Hospitality,Miami,890324.4,14,4.1,2019
BUS0996,Business_996,Retail,Los Angeles,518427.89,57,1.6,2016
BUS0997,Business_997,Technology,Houston,409776.95,211,2.1,2008
BUS0998,Business_998,Technology,Miami,568722.77,216,2.6,1992
BUS0999,Business_999,Hospitality,Los Angeles,146357.13,23,2.3,1993
BUS1000,Business_1000,Hospitality,Los Angeles,505514.79,290,1.4,2023
